Embalaje,Ancho_cm,Largo_cm,Alto_cm,Peso_kg,Manipulacion,Procedencia,Temperatura,Protocolo
2,16.3,47.1,90.8,38.54,fragil,B,ambiente,Protocolo_1
1,49.0,56.2,94.7,31.59,normal,A,ambiente,Protocolo_1
1,75.7,78.5,29.5,73.52,normal,D,ambiente,Protocolo_2
1,33.2,27.6,53.9,60.52,fragil,D,refrigerado,Protocolo_2
3,18.9,89.0,91.2,50.7,fragil,D,refrigerado,Protocolo_2
2,65.9,73.0,14.6,27.33,normal,B,refrigerado,Protocolo_1
2,33.6,75.9,33.3,68.74,normal,C,ambiente,Protocolo_1
3,59.6,27.6,95.7,20.4,normal,C,ambiente,Protocolo_1
3,93.7,13.6,51.1,75.68,normal,D,ambiente,Protocolo_1
3,32.7,11.9,95.4,20.99,normal,C,ambiente,Protocolo_1
1,53.7,66.5,41.1,65.64,normal,A,ambiente,Protocolo_2
2,81.6,19.3,55.1,73.15,fragil,A,ambiente,Protocolo_2
3,70.7,99.9,48.1,18.28,normal,B,ambiente,Protocolo_1
3,76.4,96.3,48.4,18.51,normal,C,ambiente,Protocolo_1
1,78.4,7.8,92.2,6.47,normal,C,ambiente,Protocolo_1
2,56.3,73.9,71.0,27.44,normal,A,refrigerado,Protocolo_2
3,55.9,29.8,94.8,40.12,normal,B,ambiente,Protocolo_2
1,73.3,37.4,36.3,7.06,normal,B,ambiente,Protocolo_1
2,71.3,27.8,99.4,11.88,fragil,C,refrigerado,Protocolo_2
1,68.7,83.9,72.2,33.89,normal,B,ambiente,Protocolo_2
3,41.3,89.9,17.5,14.57,fragil,C,ambiente,Protocolo_2
1,83.7,8.8,44.2,61.92,normal,C,ambiente,Protocolo_2
1,27.4,30.7,28.6,25.93,normal,B,refrigerado,Protocolo_2
1,19.8,47.6,27.4,3.9,fragil,A,refrigerado,Protocolo_2
1,37.8,54.6,93.3,12.53,normal,C,ambiente,Protocolo_1
2,29.1,13.3,96.2,24.72,normal,A,ambiente,Protocolo_1
1,68.0,83.9,6.3,11.83,normal,C,refrigerado,Protocolo_2
2,26.9,93.7,18.1,17.4,normal,A,ambiente,Protocolo_1
2,67.4,43.3,31.4,16.69,normal,A,ambiente,Protocolo_1
2,53.8,86.4,85.5,33.61,normal,B,ambiente,Protocolo_1
3,19.5,69.3,63.1,42.02,normal,B,ambiente,Protocolo_1
2,29.5,61.2,58.7,49.88,fragil,D,ambiente,Protocolo_2
2,54.6,82.8,61.8,72.77,normal,C,ambiente,Protocolo_2
3,74.6,49.9,95.3,55.11,normal,B,ambiente,Protocolo_1
1,42.8,57.0,31.2,16.05,normal,C,refrigerado,Protocolo_2
3,27.1,31.1,16.7,36.05,fragil,A,ambiente,Protocolo_1
3,33.0,72.7,62.7,58.41,normal,A,refrigerado,Protocolo_2
1,14.0,20.1,97.0,44.5,fragil,A,refrigerado,Protocolo_2
1,7.4,28.1,72.5,13.71,normal,B,ambiente,Protocolo_1
2,97.4,50.6,89.8,63.04,normal,C,ambiente,Protocolo_2
1,14.2,41.6,90.1,15.89,fragil,C,ambiente,Protocolo_2
2,16.9,27.8,25.8,27.68,normal,C,ambiente,Protocolo_1
3,87.7,23.2,70.1,58.75,normal,A,ambiente,Protocolo_1
2,68.0,86.8,86.9,77.55,normal,C,ambiente,Protocolo_2
1,46.4,61.1,14.6,71.25,fragil,A,refrigerado,Protocolo_2
1,66.7,40.9,66.9,77.59,normal,C,refrigerado,Protocolo_2
3,93.8,85.3,30.8,31.86,fragil,B,refrigerado,Protocolo_2
1,14.4,83.4,83.1,34.98,normal,B,ambiente,Protocolo_1
2,28.2,15.5,26.2,13.2,normal,C,refrigerado,Protocolo_1
3,86.7,58.9,40.5,37.92,fragil,A,refrigerado,Protocolo_2
1,79.2,34.0,69.3,62.48,fragil,B,refrigerado,Protocolo_2
2,99.5,56.4,57.8,5.7,normal,D,ambiente,Protocolo_1
2,34.8,73.2,16.4,25.66,fragil,A,ambiente,Protocolo_1
1,94.8,5.8,26.4,74.06,normal,D,ambiente,Protocolo_2
2,37.7,53.8,89.2,14.77,normal,C,ambiente,Protocolo_1
2,72.9,32.7,98.9,23.91,normal,D,ambiente,Protocolo_1
1,88.9,55.7,70.9,74.82,fragil,A,ambiente,Protocolo_2
3,21.2,15.4,5.9,27.71,normal,C,refrigerado,Protocolo_1
2,24.5,82.7,75.6,66.51,normal,B,ambiente,Protocolo_2
1,60.2,56.6,66.1,23.11,normal,A,ambiente,Protocolo_1
3,85.2,25.1,44.1,20.71,normal,B,ambiente,Protocolo_1
3,12.5,78.1,26.7,15.13,normal,D,ambiente,Protocolo_1
1,85.8,8.6,20.7,5.2,fragil,B,ambiente,Protocolo_1
1,37.6,61.3,12.9,33.35,fragil,A,ambiente,Protocolo_2
2,43.6,52.7,65.7,57.13,normal,A,ambiente,Protocolo_2
2,37.3,8.8,37.0,40.53,normal,A,ambiente,Protocolo_1
3,91.6,28.7,54.2,32.71,normal,A,ambiente,Protocolo_1
2,17.4,12.3,54.9,16.51,fragil,B,ambiente,Protocolo_2
2,59.6,74.6,62.7,54.74,normal,B,ambiente,Protocolo_2
1,19.1,72.0,61.5,20.38,normal,D,refrigerado,Protocolo_2
2,93.2,13.5,54.3,2.76,normal,C,refrigerado,Protocolo_1
3,80.8,15.4,19.7,77.17,normal,B,ambiente,Protocolo_1
2,27.2,88.6,7.6,75.41,normal,A,refrigerado,Protocolo_2
2,33.3,24.1,59.7,17.31,normal,B,ambiente,Protocolo_1
1,41.2,33.8,45.2,19.24,fragil,C,ambiente,Protocolo_2
3,43.5,70.0,44.0,46.49,normal,A,ambiente,Protocolo_1
1,82.6,10.8,45.9,34.31,normal,D,refrigerado,Protocolo_2
1,58.6,95.0,15.8,71.05,normal,C,ambiente,Protocolo_2
1,45.7,7.2,22.0,34.27,normal,D,ambiente,Protocolo_1
3,73.3,85.7,67.9,11.04,normal,C,ambiente,Protocolo_1
2,48.5,39.3,53.8,43.82,normal,B,ambiente,Protocolo_1
3,17.2,19.3,62.9,9.24,normal,B,refrigerado,Protocolo_1
2,15.2,40.9,17.3,35.89,normal,A,ambiente,Protocolo_1
2,36.0,97.4,82.3,46.27,normal,A,ambiente,Protocolo_1
2,62.3,55.3,40.4,75.64,normal,A,ambiente,Protocolo_2
1,17.8,10.6,63.2,23.61,normal,B,refrigerado,Protocolo_2
2,57.3,94.4,49.2,52.02,normal,A,ambiente,Protocolo_2
3,30.6,18.6,49.5,0.21,normal,B,refrigerado,Protocolo_1
3,71.1,10.2,79.0,69.74,normal,B,ambiente,Protocolo_1
2,7.7,9.3,15.5,25.5,fragil,B,ambiente,Protocolo_1
3,49.6,83.5,12.1,19.42,fragil,B,refrigerado,Protocolo_2
3,10.0,19.5,14.6,8.38,normal,D,ambiente,Protocolo_1
2,36.4,22.0,99.6,62.86,normal,B,ambiente,Protocolo_1
2,6.5,94.7,93.1,4.71,normal,C,refrigerado,Protocolo_1
1,49.6,63.1,71.6,49.51,normal,C,ambiente,Protocolo_2
1,77.9,32.1,47.5,25.38,normal,B,ambiente,Protocolo_1
3,14.5,60.7,13.1,56.95,normal,A,ambiente,Protocolo_1
1,74.8,28.1,83.0,77.27,normal,A,refrigerado,Protocolo_2
2,60.5,52.0,23.0,22.13,normal,A,ambiente,Protocolo_1
3,52.9,36.8,30.9,49.65,fragil,A,ambiente,Protocolo_2
1,62.0,64.1,84.9,29.77,fragil,D,ambiente,Protocolo_2
3,36.9,77.1,29.4,40.85,fragil,A,ambiente,Protocolo_2
2,72.5,38.1,85.2,6.85,fragil,C,ambiente,Protocolo_2
1,79.1,18.7,79.7,16.51,normal,B,ambiente,Protocolo_1
1,78.9,38.8,84.5,63.58,fragil,C,refrigerado,Protocolo_2
3,30.6,77.0,69.1,27.73,normal,A,refrigerado,Protocolo_1
3,67.1,79.8,38.5,0.28,normal,C,ambiente,Protocolo_1
3,19.1,79.6,67.1,25.8,normal,A,ambiente,Protocolo_1
3,52.1,97.6,83.8,53.64,normal,B,ambiente,Protocolo_1
1,5.2,83.4,76.2,77.73,normal,A,refrigerado,Protocolo_2
3,23.4,97.0,86.9,68.36,normal,D,refrigerado,Protocolo_2
1,65.0,64.5,98.4,60.6,fragil,B,ambiente,Protocolo_2
1,88.1,26.8,70.6,74.36,normal,B,refrigerado,Protocolo_2
3,9.7,62.8,93.2,52.82,normal,A,refrigerado,Protocolo_2
2,58.1,23.8,30.8,41.63,normal,B,refrigerado,Protocolo_1
2,65.5,13.1,97.5,43.26,normal,A,refrigerado,Protocolo_2
3,93.6,33.6,91.5,75.55,fragil,B,refrigerado,Protocolo_2
1,67.2,39.5,8.9,0.37,normal,A,ambiente,Protocolo_1
2,14.8,72.3,61.1,41.35,fragil,D,ambiente,Protocolo_2
3,18.9,39.5,52.8,61.57,normal,A,refrigerado,Protocolo_2
2,65.4,5.3,82.5,3.24,normal,B,ambiente,Protocolo_1
2,25.5,92.1,17.0,65.89,fragil,A,ambiente,Protocolo_2
2,93.2,61.0,55.1,67.55,normal,C,ambiente,Protocolo_1
3,92.5,25.0,52.6,41.98,normal,A,refrigerado,Protocolo_2
1,95.1,29.0,42.6,66.34,normal,D,ambiente,Protocolo_2
3,32.8,16.8,99.3,11.58,normal,A,ambiente,Protocolo_1
3,73.1,91.1,56.3,75.46,fragil,C,refrigerado,Protocolo_2
3,68.0,26.9,44.3,4.1,fragil,D,ambiente,Protocolo_2
2,8.4,94.4,86.4,3.17,fragil,C,ambiente,Protocolo_2
2,30.2,30.1,18.2,42.02,normal,B,ambiente,Protocolo_1
2,24.6,80.9,32.3,58.87,fragil,D,ambiente,Protocolo_2
1,40.2,6.0,31.5,56.06,normal,A,refrigerado,Protocolo_2
3,95.5,50.9,93.7,44.11,normal,C,ambiente,Protocolo_2
2,85.3,40.1,88.6,62.73,normal,C,ambiente,Protocolo_2
3,32.9,36.8,62.6,48.7,normal,B,ambiente,Protocolo_1
1,55.4,99.3,35.4,68.05,normal,C,ambiente,Protocolo_2
3,23.3,73.5,49.5,9.44,fragil,B,refrigerado,Protocolo_2
2,31.4,29.3,59.3,78.52,normal,D,refrigerado,Protocolo_2
3,11.2,76.5,56.3,70.48,normal,A,ambiente,Protocolo_1
1,66.0,17.3,29.3,71.64,normal,D,ambiente,Protocolo_2
2,67.4,93.0,17.4,29.22,normal,B,ambiente,Protocolo_1
2,84.7,45.5,91.2,75.76,fragil,B,refrigerado,Protocolo_2
2,87.8,23.1,65.9,11.49,fragil,A,ambiente,Protocolo_2
1,20.2,30.9,18.8,6.42,normal,A,ambiente,Protocolo_1
2,75.6,19.7,99.0,32.02,normal,A,ambiente,Protocolo_1
1,17.8,93.4,44.1,74.66,normal,B,ambiente,Protocolo_2
2,40.5,34.1,74.6,77.44,fragil,B,refrigerado,Protocolo_2
1,54.0,18.6,21.8,39.58,normal,C,ambiente,Protocolo_1
2,9.7,82.2,93.6,60.2,normal,A,ambiente,Protocolo_1
2,19.9,25.3,12.5,43.15,normal,D,refrigerado,Protocolo_2
1,30.8,13.9,95.8,9.25,fragil,A,ambiente,Protocolo_1
3,17.1,68.5,74.1,52.32,normal,C,ambiente,Protocolo_2
3,93.7,5.7,26.6,11.92,normal,C,ambiente,Protocolo_1
1,32.4,84.1,22.2,52.56,normal,B,ambiente,Protocolo_2
1,52.6,58.5,84.5,19.39,fragil,B,refrigerado,Protocolo_2
3,99.7,28.4,8.8,21.21,normal,A,ambiente,Protocolo_1
1,58.8,50.0,15.9,54.06,normal,B,refrigerado,Protocolo_2
3,44.1,29.9,68.9,37.3,normal,D,ambiente,Protocolo_1
2,93.3,55.6,12.3,66.45,normal,B,refrigerado,Protocolo_2
2,26.1,59.3,56.4,54.49,fragil,D,ambiente,Protocolo_2
1,22.1,78.3,59.5,23.74,normal,C,ambiente,Protocolo_1
2,55.9,49.3,6.7,62.21,normal,D,ambiente,Protocolo_1
1,45.6,79.7,40.8,5.36,normal,A,ambiente,Protocolo_1
2,80.7,11.6,7.7,58.84,normal,C,ambiente,Protocolo_2
2,9.0,92.5,96.9,30.95,normal,A,ambiente,Protocolo_1
1,63.7,22.6,25.5,24.31,normal,B,ambiente,Protocolo_1
2,72.5,84.5,70.5,41.91,normal,C,ambiente,Protocolo_2
2,97.3,52.0,69.0,72.59,normal,A,refrigerado,Protocolo_2
3,18.8,14.9,78.4,20.69,normal,D,ambiente,Protocolo_1
1,28.4,39.2,36.9,79.95,normal,B,ambiente,Protocolo_2
3,93.6,92.2,22.5,47.19,normal,B,ambiente,Protocolo_2
3,64.9,84.3,55.4,20.32,normal,D,ambiente,Protocolo_1
3,8.6,73.6,71.0,55.35,normal,D,ambiente,Protocolo_1
3,12.3,41.1,76.8,58.88,normal,D,ambiente,Protocolo_2
2,79.6,60.9,9.6,42.62,normal,C,ambiente,Protocolo_1
3,58.9,27.1,76.5,10.62,fragil,C,ambiente,Protocolo_1
3,58.7,66.5,15.7,65.25,normal,A,ambiente,Protocolo_1
2,88.6,29.8,54.8,64.86,normal,C,ambiente,Protocolo_2
1,27.9,83.8,57.8,61.27,normal,C,ambiente,Protocolo_2
2,20.2,71.9,17.1,60.51,fragil,B,ambiente,Protocolo_2
3,63.3,41.7,96.6,30.63,normal,D,ambiente,Protocolo_1
3,88.8,67.7,65.6,39.52,normal,B,ambiente,Protocolo_1
2,30.2,35.9,26.3,52.98,normal,C,ambiente,Protocolo_2
1,69.7,19.8,9.8,13.42,fragil,C,ambiente,Protocolo_2
3,19.5,27.3,78.6,48.42,fragil,A,ambiente,Protocolo_2
1,21.3,30.8,84.9,8.99,normal,B,ambiente,Protocolo_1
1,90.6,26.5,13.6,67.86,fragil,C,ambiente,Protocolo_2
2,16.2,69.4,29.5,9.76,fragil,D,ambiente,Protocolo_2
3,7.3,75.3,66.0,61.84,normal,A,ambiente,Protocolo_1
1,78.6,48.4,44.8,17.92,fragil,C,refrigerado,Protocolo_2
2,39.4,98.8,37.5,74.28,normal,B,refrigerado,Protocolo_2
1,42.7,89.6,45.3,52.71,normal,B,refrigerado,Protocolo_2
2,81.0,13.3,53.0,34.61,fragil,A,ambiente,Protocolo_1
1,22.1,48.7,22.5,3.68,normal,B,ambiente,Protocolo_1
2,66.8,91.3,41.9,48.65,normal,A,refrigerado,Protocolo_2
2,34.8,25.9,11.6,30.37,normal,B,ambiente,Protocolo_1
1,14.9,40.9,5.6,63.9,fragil,B,ambiente,Protocolo_2
1,70.3,95.0,97.6,63.46,normal,A,ambiente,Protocolo_2
3,35.3,78.7,10.2,55.03,normal,D,ambiente,Protocolo_1
1,87.3,84.1,9.1,21.57,normal,C,ambiente,Protocolo_1
1,92.3,88.6,89.5,14.0,fragil,D,refrigerado,Protocolo_2
1,85.7,21.3,97.7,39.87,normal,C,ambiente,Protocolo_1
3,35.6,71.4,85.2,36.3,fragil,B,ambiente,Protocolo_2
2,27.5,81.3,18.3,53.9,normal,C,ambiente,Protocolo_1
1,89.8,26.5,65.8,42.72,normal,A,ambiente,Protocolo_1
3,48.0,9.1,71.2,39.7,normal,A,ambiente,Protocolo_1
1,72.2,21.9,78.3,38.57,normal,B,ambiente,Protocolo_1
2,83.6,75.4,15.7,40.44,normal,A,ambiente,Protocolo_2
1,31.4,71.0,42.1,69.8,fragil,C,ambiente,Protocolo_2
3,16.3,89.7,31.2,13.84,normal,A,ambiente,Protocolo_1
3,64.4,35.1,67.2,1.7,normal,A,ambiente,Protocolo_1
3,61.1,64.1,37.6,17.9,normal,B,refrigerado,Protocolo_1
1,30.7,7.5,53.3,24.96,fragil,B,ambiente,Protocolo_2
1,60.5,93.8,64.5,49.07,normal,A,refrigerado,Protocolo_2
3,80.1,57.7,87.3,67.44,normal,A,refrigerado,Protocolo_2
3,38.3,76.1,92.5,57.1,normal,C,refrigerado,Protocolo_2
1,28.0,32.0,70.9,79.86,normal,C,ambiente,Protocolo_2
3,73.9,12.8,19.9,0.26,normal,A,refrigerado,Protocolo_1
3,79.7,11.0,89.4,15.37,normal,C,ambiente,Protocolo_1
2,95.7,82.4,24.4,7.15,normal,C,ambiente,Protocolo_1
2,19.0,19.4,10.1,53.15,normal,C,ambiente,Protocolo_1
1,89.5,83.3,46.5,34.27,normal,A,ambiente,Protocolo_1
1,77.7,30.2,70.0,25.04,normal,D,refrigerado,Protocolo_2
1,71.7,56.4,19.2,25.15,normal,C,ambiente,Protocolo_1
1,34.7,29.9,33.4,71.46,fragil,A,ambiente,Protocolo_2
3,7.1,9.8,12.6,6.23,normal,D,refrigerado,Protocolo_1
2,53.2,56.5,63.7,25.21,normal,B,ambiente,Protocolo_1
3,32.1,39.9,72.3,40.09,normal,A,ambiente,Protocolo_1
1,32.5,46.3,54.4,33.04,normal,D,ambiente,Protocolo_1
3,93.1,62.1,47.2,55.06,normal,C,refrigerado,Protocolo_2
1,19.5,34.8,85.5,48.68,normal,A,ambiente,Protocolo_2
3,93.8,58.6,44.8,64.08,fragil,B,ambiente,Protocolo_2
1,52.9,67.5,47.0,67.56,fragil,B,ambiente,Protocolo_2
1,84.6,13.5,59.8,32.12,normal,A,ambiente,Protocolo_1
1,31.9,38.3,71.9,69.31,normal,B,refrigerado,Protocolo_2
3,65.2,13.5,78.8,50.65,normal,A,ambiente,Protocolo_1
1,57.9,5.7,8.9,68.86,normal,A,ambiente,Protocolo_2
2,92.8,9.9,85.9,37.34,normal,A,refrigerado,Protocolo_2
2,22.0,61.3,47.9,2.24,fragil,A,ambiente,Protocolo_1
3,24.4,13.0,91.1,52.71,normal,C,ambiente,Protocolo_2
2,95.2,87.5,56.0,77.29,normal,B,refrigerado,Protocolo_2
1,14.3,77.1,50.2,74.44,normal,A,ambiente,Protocolo_1
2,65.3,5.8,23.6,12.33,fragil,A,ambiente,Protocolo_2
1,10.8,59.5,49.6,39.27,fragil,C,ambiente,Protocolo_2
3,12.3,6.0,51.8,69.85,normal,B,ambiente,Protocolo_1
3,61.7,15.4,90.0,33.44,normal,C,ambiente,Protocolo_1
1,57.4,98.9,89.3,41.55,normal,A,refrigerado,Protocolo_2
3,59.4,48.4,51.2,79.81,normal,C,refrigerado,Protocolo_2
1,50.0,7.6,87.4,38.71,normal,D,ambiente,Protocolo_1
2,75.5,85.8,86.2,15.36,fragil,C,refrigerado,Protocolo_2
2,99.3,92.1,95.1,3.29,fragil,C,ambiente,Protocolo_2
1,31.2,57.1,39.4,37.02,normal,A,ambiente,Protocolo_1
2,35.7,72.1,25.2,41.27,normal,B,refrigerado,Protocolo_2
1,35.7,79.1,94.7,73.61,normal,A,ambiente,Protocolo_2
3,77.5,74.8,60.6,63.4,normal,C,refrigerado,Protocolo_2
3,38.1,52.0,49.3,5.22,normal,C,ambiente,Protocolo_1
3,69.3,84.1,44.1,65.38,normal,A,refrigerado,Protocolo_2
2,47.4,55.1,13.1,5.75,normal,C,ambiente,Protocolo_1
2,62.7,29.7,24.4,1.32,normal,B,ambiente,Protocolo_1
2,83.8,5.4,32.7,43.85,normal,D,ambiente,Protocolo_1
3,53.8,39.1,57.4,42.48,normal,D,ambiente,Protocolo_1
2,50.1,12.8,54.1,25.45,normal,A,ambiente,Protocolo_1
2,30.4,11.0,56.6,36.95,normal,C,ambiente,Protocolo_1
2,54.0,49.6,12.3,73.65,normal,A,ambiente,Protocolo_1
2,29.9,94.6,5.9,54.18,normal,B,ambiente,Protocolo_1
2,85.1,15.0,49.0,27.52,fragil,B,refrigerado,Protocolo_2
3,41.9,31.0,23.4,74.73,normal,A,ambiente,Protocolo_2
2,17.3,83.9,89.7,13.21,normal,C,ambiente,Protocolo_1
3,27.8,43.2,45.9,14.18,normal,B,ambiente,Protocolo_1
3,55.8,77.1,38.4,18.79,normal,C,refrigerado,Protocolo_1
2,92.0,56.5,56.7,18.75,normal,C,ambiente,Protocolo_1
3,33.6,62.4,64.7,5.87,normal,B,ambiente,Protocolo_1
1,30.1,20.3,12.8,24.91,fragil,A,ambiente,Protocolo_2
3,43.6,38.5,75.4,43.98,normal,A,ambiente,Protocolo_2
1,96.9,64.1,18.1,17.98,fragil,A,ambiente,Protocolo_2
2,85.3,7.5,41.7,8.73,normal,C,ambiente,Protocolo_1
1,19.2,22.9,38.9,52.11,normal,A,refrigerado,Protocolo_2
2,63.3,41.7,59.1,33.72,normal,B,ambiente,Protocolo_1
2,80.2,69.1,70.5,52.34,fragil,B,ambiente,Protocolo_2
3,78.0,53.4,81.1,19.99,normal,C,ambiente,Protocolo_1
1,51.4,73.3,55.1,60.54,normal,C,refrigerado,Protocolo_2
3,74.5,74.1,19.8,77.83,fragil,A,refrigerado,Protocolo_2
3,60.4,8.0,71.1,21.05,fragil,B,ambiente,Protocolo_1
2,24.1,90.7,50.5,51.22,normal,A,ambiente,Protocolo_1
2,10.3,83.3,60.9,61.25,normal,D,ambiente,Protocolo_2
3,40.1,30.8,47.2,43.55,normal,B,refrigerado,Protocolo_2
1,10.9,51.0,44.5,23.43,normal,A,ambiente,Protocolo_1
3,42.5,34.3,71.6,17.31,normal,A,refrigerado,Protocolo_1
1,83.7,91.1,54.8,51.8,normal,D,refrigerado,Protocolo_2
3,85.2,41.4,87.4,38.5,normal,B,ambiente,Protocolo_1
1,8.2,42.6,75.6,67.02,fragil,D,ambiente,Protocolo_2
3,11.6,91.6,50.2,7.33,fragil,C,refrigerado,Protocolo_2
3,68.6,62.1,25.3,2.81,normal,B,ambiente,Protocolo_1
1,52.5,18.1,6.7,29.79,normal,C,ambiente,Protocolo_1
2,19.2,64.5,24.5,38.05,normal,C,ambiente,Protocolo_1
2,81.5,80.5,31.7,51.24,fragil,B,refrigerado,Protocolo_2
1,25.6,37.1,16.2,9.3,fragil,A,ambiente,Protocolo_2
2,12.4,55.1,68.6,47.07,normal,C,ambiente,Protocolo_1
3,76.2,64.5,36.0,65.08,fragil,C,ambiente,Protocolo_2
1,62.8,53.5,7.9,72.78,normal,D,ambiente,Protocolo_2
3,42.5,99.9,46.5,72.0,normal,A,refrigerado,Protocolo_2
3,70.8,53.1,79.5,41.57,normal,D,ambiente,Protocolo_2
2,91.6,66.1,37.3,71.96,fragil,B,refrigerado,Protocolo_2
2,8.2,80.4,90.7,43.1,normal,A,ambiente,Protocolo_1
2,64.6,18.0,86.0,6.05,normal,C,refrigerado,Protocolo_1
1,25.7,9.2,89.5,77.9,normal,C,refrigerado,Protocolo_2
2,50.0,97.4,68.4,0.41,fragil,A,ambiente,Protocolo_1
3,45.3,74.6,81.6,23.01,fragil,B,ambiente,Protocolo_1
1,42.0,42.4,42.0,3.9,fragil,B,refrigerado,Protocolo_2
3,23.1,6.7,70.9,43.58,normal,C,ambiente,Protocolo_2
3,81.3,20.8,26.3,45.48,fragil,A,refrigerado,Protocolo_2
3,41.1,5.9,24.4,51.11,normal,C,ambiente,Protocolo_2
2,89.3,42.7,94.6,11.4,fragil,D,ambiente,Protocolo_2
2,38.7,57.7,57.1,1.59,normal,D,ambiente,Protocolo_1
2,84.8,20.3,11.8,21.4,normal,A,ambiente,Protocolo_1
3,56.7,65.8,23.7,4.31,normal,C,ambiente,Protocolo_1
3,41.6,95.7,48.8,3.02,normal,B,refrigerado,Protocolo_1
2,71.9,99.1,85.4,21.26,normal,C,ambiente,Protocolo_1
3,79.7,84.2,90.1,79.91,normal,B,ambiente,Protocolo_2
2,50.9,47.2,15.8,64.31,fragil,D,ambiente,Protocolo_2
2,45.4,57.0,10.9,29.07,normal,C,refrigerado,Protocolo_1
1,59.9,52.8,16.6,30.21,normal,B,ambiente,Protocolo_1
2,60.6,19.8,68.8,74.4,normal,D,ambiente,Protocolo_1
2,45.4,86.2,55.6,53.03,normal,D,refrigerado,Protocolo_2
3,77.0,69.2,75.1,66.99,normal,A,ambiente,Protocolo_2
3,43.0,65.6,61.4,69.18,normal,C,ambiente,Protocolo_2
1,48.0,25.9,14.1,13.71,fragil,D,refrigerado,Protocolo_2
2,62.5,19.6,29.5,1.49,normal,C,ambiente,Protocolo_1
3,98.8,87.9,36.5,21.61,normal,D,ambiente,Protocolo_1
2,29.8,22.0,72.2,47.63,normal,C,refrigerado,Protocolo_2
2,27.0,12.0,61.7,72.7,normal,A,ambiente,Protocolo_1
3,21.8,64.4,94.9,24.83,fragil,A,ambiente,Protocolo_1
2,70.5,71.9,18.8,68.04,normal,B,ambiente,Protocolo_2
3,47.7,16.4,94.2,53.04,fragil,C,ambiente,Protocolo_2
2,41.9,24.7,25.9,52.43,normal,D,ambiente,Protocolo_1
1,24.4,79.9,37.6,57.36,normal,B,refrigerado,Protocolo_2
2,89.7,93.3,8.3,41.02,normal,C,ambiente,Protocolo_2
3,47.1,50.3,33.2,53.95,normal,B,refrigerado,Protocolo_2
2,62.7,80.2,24.0,63.5,normal,A,refrigerado,Protocolo_2
3,15.7,35.3,25.6,47.23,normal,B,ambiente,Protocolo_1
1,15.3,71.8,59.4,3.33,normal,B,ambiente,Protocolo_1
3,11.4,57.9,79.2,40.95,fragil,C,refrigerado,Protocolo_2
1,39.9,85.1,75.8,47.84,fragil,C,ambiente,Protocolo_2
3,49.9,78.7,83.8,70.05,normal,B,ambiente,Protocolo_1
2,28.2,32.0,74.5,0.62,normal,D,ambiente,Protocolo_1
3,38.2,19.2,97.8,4.08,normal,A,refrigerado,Protocolo_1
3,5.6,81.7,6.8,29.56,fragil,C,refrigerado,Protocolo_2
3,38.4,8.1,98.9,64.28,normal,A,ambiente,Protocolo_1
3,16.3,69.5,43.9,38.85,normal,B,ambiente,Protocolo_1
2,17.2,50.2,50.4,24.56,fragil,C,ambiente,Protocolo_2
3,5.4,12.2,59.8,55.52,normal,B,ambiente,Protocolo_2
1,71.2,70.4,5.8,40.45,normal,B,ambiente,Protocolo_1
1,93.5,50.9,22.3,45.98,normal,B,ambiente,Protocolo_2
2,64.0,86.7,47.4,34.38,normal,A,ambiente,Protocolo_1
3,14.1,24.8,78.1,58.06,normal,D,refrigerado,Protocolo_2
3,99.0,5.2,87.7,1.44,fragil,C,ambiente,Protocolo_1
2,97.7,17.4,19.0,0.33,normal,C,refrigerado,Protocolo_2
2,49.5,30.6,30.0,54.69,fragil,D,ambiente,Protocolo_2
2,15.2,67.0,62.7,2.33,normal,C,ambiente,Protocolo_1
3,73.5,39.5,39.3,27.11,normal,A,ambiente,Protocolo_1
3,96.3,16.2,33.3,29.43,normal,C,refrigerado,Protocolo_1
1,79.0,98.2,41.4,49.18,normal,B,ambiente,Protocolo_2
2,64.3,15.3,71.7,61.84,fragil,A,ambiente,Protocolo_2
2,63.0,38.7,23.9,65.78,normal,B,refrigerado,Protocolo_2
3,97.9,88.3,10.9,22.56,normal,C,ambiente,Protocolo_1
2,11.9,67.0,5.3,13.15,normal,B,ambiente,Protocolo_1
3,19.2,35.4,55.0,78.47,fragil,A,refrigerado,Protocolo_2
2,83.9,97.2,28.8,3.69,normal,C,ambiente,Protocolo_1
3,18.8,52.6,58.4,65.14,normal,A,ambiente,Protocolo_1
1,41.4,5.8,88.7,1.81,normal,A,refrigerado,Protocolo_2
3,31.7,5.6,32.9,38.91,fragil,C,refrigerado,Protocolo_2
1,28.1,94.4,22.4,51.39,normal,B,ambiente,Protocolo_2
2,7.4,31.7,5.1,38.32,normal,B,refrigerado,Protocolo_1
3,58.8,82.1,98.2,45.26,normal,B,ambiente,Protocolo_2
3,43.1,9.1,54.1,2.22,fragil,B,refrigerado,Protocolo_2
2,57.4,19.0,81.2,12.51,normal,A,refrigerado,Protocolo_1
2,33.9,86.4,86.5,44.35,normal,A,refrigerado,Protocolo_2
1,94.4,99.4,99.5,66.25,normal,D,refrigerado,Protocolo_2
3,61.2,9.9,86.7,43.96,normal,A,ambiente,Protocolo_1
1,96.3,20.9,32.9,40.06,normal,C,refrigerado,Protocolo_2
1,38.3,73.7,58.6,79.06,normal,B,ambiente,Protocolo_2
